timestamp,symbol,direction,decision,score,confidence,sl_quality,filter_name,reason
2026-07-09T09:42:21.067367+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.100282 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T09:42:24.988009+00:00,DOGE/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: DOGE/USDT SHORT prospective SL=0.073199 is inside recent 20-bar high/resistance=0.073210. Future filter would block this candidate.
2026-07-09T09:47:57.613477+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.101040 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T09:48:02.258528+00:00,DOGE/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: DOGE/USDT SHORT prospective SL=0.073209 is inside recent 20-bar high/resistance=0.073210. Future filter would block this candidate.
2026-07-09T09:59:18.503471+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.101940 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:04:46.919147+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.101530 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:15:44.052916+00:00,DOGE/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: DOGE/USDT SHORT prospective SL=0.073200 is inside recent 20-bar high/resistance=0.073210. Future filter would block this candidate.
2026-07-09T10:21:04.024121+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.102480 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:21:09.800992+00:00,DOGE/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: DOGE/USDT SHORT prospective SL=0.073153 is inside recent 20-bar high/resistance=0.073210. Future filter would block this candidate.
2026-07-09T10:26:30.741303+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.100172 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:32:00.080101+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.100972 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:37:39.789458+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.101272 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:43:05.343367+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.101472 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:48:34.263346+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.100772 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:54:12.401578+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.099044 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:59:39.242508+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.100244 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:05:19.001426+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.099569 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:11:26.182141+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.099134 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:16:58.439720+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.098334 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:22:38.948728+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.098534 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:28:29.529866+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.098048 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:33:53.382538+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.098648 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:39:20.607881+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.099248 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:44:48.041060+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.099248 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:50:17.988950+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.099962 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:55:42.655427+00:00,XRP/USDT,SHORT,SETUP,25,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.100926 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T15:48:50.111067+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.099235 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T15:58:41.578202+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.099235 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T16:08:36.120644+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.097282 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T16:37:53.199738+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.097396 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T16:47:45.049326+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.097396 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T17:32:50.364244+00:00,XRP/USDT,SHORT,WAIT,21,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.099582 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-12T01:40:32.394464+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.561209 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T01:46:08.777789+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.562495 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T01:51:32.753688+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.558495 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T01:56:55.986586+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.560495 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T02:02:33.362586+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.558659 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T02:08:12.315064+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.556944 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T02:19:34.210434+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.552730 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T02:25:12.557483+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.559730 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T02:30:50.206346+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.555730 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T02:36:16.316919+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.557730 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T02:41:54.781645+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.555730 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T02:47:32.450218+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.554730 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T02:53:09.835729+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.552730 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T03:04:27.922146+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.555035 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T03:10:03.502016+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.551249 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T03:15:25.405890+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.555249 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T03:21:03.297473+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.555249 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T03:26:26.203342+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.555249 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T03:32:02.144772+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.562535 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T03:37:42.025511+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.573964 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T04:19:04.936445+00:00,AVAX/USDT,SHORT,WATCH,24,95,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=95.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.582823 is inside recent 20-bar high/resistance=6.790000. Future filter would block this candidate.
2026-07-12T09:07:00.446401+00:00,XRP/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.099138 is inside recent 20-bar high/resistance=1.119500. Future filter would block this candidate.
2026-07-12T09:07:04.743025+00:00,DOGE/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: DOGE/USDT SHORT prospective SL=0.073508 is inside recent 20-bar high/resistance=0.075590. Future filter would block this candidate.
2026-07-12T10:50:28.332007+00:00,XRP/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.099129 is inside recent 20-bar high/resistance=1.119500. Future filter would block this candidate.
2026-07-12T10:50:33.029618+00:00,DOGE/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: DOGE/USDT SHORT prospective SL=0.073402 is inside recent 20-bar high/resistance=0.075590. Future filter would block this candidate.
2026-07-12T12:08:44.690369+00:00,XRP/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.101265 is inside recent 20-bar high/resistance=1.119500. Future filter would block this candidate.
2026-07-12T12:08:49.694032+00:00,DOGE/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: DOGE/USDT SHORT prospective SL=0.073586 is inside recent 20-bar high/resistance=0.075550. Future filter would block this candidate.
2026-07-12T12:14:15.992744+00:00,XRP/USDT,SHORT,WATCH,24,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.104165 is inside recent 20-bar high/resistance=1.119500. Future filter would block this candidate.
2026-07-12T12:14:19.080736+00:00,ADA/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: ADA/USDT SHORT prospective SL=0.166610 is inside recent 20-bar high/resistance=0.173300. Future filter would block this candidate.
2026-07-12T12:14:21.174316+00:00,AVAX/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.500173 is inside recent 20-bar high/resistance=6.784000. Future filter would block this candidate.
2026-07-12T12:14:22.193569+00:00,DOGE/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: DOGE/USDT SHORT prospective SL=0.073837 is inside recent 20-bar high/resistance=0.075550. Future filter would block this candidate.
2026-07-12T12:20:07.902357+00:00,XRP/USDT,SHORT,WATCH,24,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.103900 is inside recent 20-bar high/resistance=1.119500. Future filter would block this candidate.
2026-07-12T12:20:12.822887+00:00,AVAX/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.500602 is inside recent 20-bar high/resistance=6.784000. Future filter would block this candidate.
2026-07-12T12:20:14.557631+00:00,DOGE/USDT,SHORT,WATCH,24,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: DOGE/USDT SHORT prospective SL=0.073912 is inside recent 20-bar high/resistance=0.075550. Future filter would block this candidate.
2026-07-12T12:23:33.026063+00:00,XRP/USDT,SHORT,WATCH,24,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.103500 is inside recent 20-bar high/resistance=1.119500. Future filter would block this candidate.
2026-07-12T12:23:37.355261+00:00,AVAX/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.499602 is inside recent 20-bar high/resistance=6.784000. Future filter would block this candidate.
2026-07-12T12:23:38.357950+00:00,DOGE/USDT,SHORT,WATCH,24,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: DOGE/USDT SHORT prospective SL=0.073863 is inside recent 20-bar high/resistance=0.075550. Future filter would block this candidate.
2026-07-12T12:29:05.810285+00:00,XRP/USDT,SHORT,WATCH,24,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.103700 is inside recent 20-bar high/resistance=1.119500. Future filter would block this candidate.
2026-07-12T12:29:12.786562+00:00,ADA/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: ADA/USDT SHORT prospective SL=0.166725 is inside recent 20-bar high/resistance=0.173300. Future filter would block this candidate.
2026-07-12T12:29:14.806615+00:00,AVAX/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.500602 is inside recent 20-bar high/resistance=6.784000. Future filter would block this candidate.
2026-07-12T12:29:17.679355+00:00,DOGE/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: DOGE/USDT SHORT prospective SL=0.073843 is inside recent 20-bar high/resistance=0.075550. Future filter would block this candidate.
2026-07-12T12:34:38.520323+00:00,XRP/USDT,SHORT,WATCH,24,100,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=100.0 > 90 and sl_quality=D. Dry-run only: XRP/USDT SHORT prospective SL=1.103300 is inside recent 20-bar high/resistance=1.119500. Future filter would block this candidate.
2026-07-12T12:34:40.570548+00:00,ADA/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: ADA/USDT SHORT prospective SL=0.166725 is inside recent 20-bar high/resistance=0.173300. Future filter would block this candidate.
2026-07-12T12:34:42.104806+00:00,AVAX/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: AVAX/USDT SHORT prospective SL=6.503602 is inside recent 20-bar high/resistance=6.784000. Future filter would block this candidate.
2026-07-12T12:34:43.169840+00:00,DOGE/USDT,SHORT,WATCH,24,98,D,CONFIDENCE_GT_90_SL_QUALITY_D,Dry-run only: confidence=98.0 > 90 and sl_quality=D. Dry-run only: DOGE/USDT SHORT prospective SL=0.073813 is inside recent 20-bar high/resistance=0.075550. Future filter would block this candidate.
